Customer_ID,Policy_Type,Customer_Segment,Customer_Age,Annual_Income,Claim_History_Count,Previous_Claim_Amount,Policy_Tenure_Years,Risk_Score,Insured_Value,Annual_Insurance_Premium
1000906,Life,Mass,46.1,3346857.09,1,51081.97,8.34,49.49,5419622.08,44021.6
1000907,Life,Corporate,29.1,993698.49,2,100093.21,12.53,52.83,1563919.54,68726.8
1000908,Home,Mass,33.8,774549.4,0,0.0,12.32,26.21,962215.37,7106.76
1000909,Auto,Mass,44.5,568366.13,0,0.0,5.37,38.98,638452.28,6610.6
1000910,Home,Mass,45.9,1645609.1,2,149990.39,8.83,45.11,1739916.68,91460.76
1000911,Health,Mass,26.5,1450042.06,1,142391.18,7.52,44.35,1167177.66,86500.46
1000912,Auto,Mass,55.7,684610.36,2,241473.44,5.61,57.81,797491.87,142540.54
1000913,Health,Affluent,49.4,1235761.93,2,208532.51,11.78,44.87,909578.32,122884.02
1000914,Home,Corporate,32.8,392559.84,1,103043.48,7.7,49.7,188765.95,69951.04
1000915,Health,Mass,22.0,996379.87,0,0.0,3.47,50.41,663064.42,9806.7
1000916,Home,Affluent,40.1,1154486.29,1,167084.7,4.0,50.37,846143.5,101531.97
1000917,Auto,Affluent,36.2,2301752.71,1,126528.8,9.04,42.52,2017865.75,80323.97
1000918,Travel,Premium,43.5,589010.74,0,0.0,3.26,36.55,247166.6,9386.73
1000919,Life,Mass,37.3,445546.14,2,235230.18,13.13,48.94,651808.27,138065.15
1000920,Auto,Mass,18.0,549995.11,0,0.0,2.9,27.83,364597.17,7113.22
1000921,Life,Mass,37.0,431506.29,0,0.0,16.7,39.1,721243.07,6211.26
1000922,Home,Affluent,38.0,1877237.03,0,0.0,7.06,29.6,1482577.98,10376.28
1000923,Life,Premium,50.2,2109373.74,0,0.0,5.67,27.02,2457818.8,11577.15
1000924,Life,Mass,32.9,1073322.1,2,80993.55,16.74,50.98,1602759.71,53773.66
1000925,Home,Mass,63.8,1761827.64,2,147045.25,3.03,56.39,1968351.29,90565.82
1000926,Auto,Premium,18.0,968813.25,1,160494.35,10.66,35.66,822542.28,99143.25
1000927,Auto,Premium,59.0,854129.96,1,38710.6,16.39,39.71,690662.68,31108.32
1000928,Health,Corporate,39.1,749363.42,0,0.0,4.33,39.83,733537.77,12459.92
1000929,Health,Affluent,53.2,758755.6,4,416298.02,5.64,59.97,546239.32,240464.77
1000930,Auto,Mass,43.0,384177.2,1,182970.56,4.49,44.2,333407.51,107923.54
1000931,Auto,Affluent,56.8,1040789.55,2,249134.35,2.15,67.05,893779.57,147104.32
1000932,Life,Affluent,37.0,880254.54,1,40934.58,4.58,48.39,1039979.3,33242.8
1000933,Travel,Mass,27.7,1356066.03,0,0.0,9.88,25.71,663707.87,6438.87
1000934,Health,Affluent,60.5,947505.45,3,121104.08,2.07,53.08,945152.92,76410.74
1000935,Auto,Affluent,40.5,822960.11,0,0.0,9.38,39.18,657991.86,7365.12
1000936,Auto,Mass,44.9,557375.19,1,79729.11,1.28,35.95,328282.06,50465.91
1000937,Auto,Premium,58.1,936434.0,1,56249.45,4.01,34.46,769457.16,40633.62
1000938,Life,Affluent,28.6,1350763.46,1,,6.58,45.72,1957090.67,125642.46
1000939,Auto,Corporate,49.7,479890.68,1,37191.22,7.31,48.89,390469.86,32537.19
1000940,Health,Mass,34.3,944358.0,1,187527.64,9.84,46.41,689774.01,110995.91
1000941,Auto,Mass,40.3,1023075.32,0,0.0,1.22,39.9,1033594.85,7783.47
1000942,Health,Affluent,42.9,606351.06,1,141078.77,9.18,44.69,468587.9,87203.14
1000943,Health,Mass,22.5,651367.37,0,0.0,11.24,29.51,301640.88,6781.9
1000944,Life,Affluent,31.9,1021707.71,1,100578.37,3.75,46.33,1166468.65,66309.19
1000945,Auto,Affluent,59.6,482515.58,2,89173.91,5.84,66.01,568745.46,61802.53
1000946,Auto,Mass,53.5,1091003.08,1,245370.91,7.88,43.97,811721.23,142623.45
1000947,Auto,Affluent,41.2,550017.37,1,99905.85,4.39,37.62,458567.56,63824.78
1000948,Life,Affluent,45.2,1614796.62,0,0.0,2.04,31.19,2106689.09,14440.63
1000949,Life,Mass,38.2,3255821.89,0,0.0,4.79,31.53,5184259.28,13944.95
1000950,Health,Corporate,59.6,560583.68,1,24721.47,8.03,50.24,570789.07,26153.23
1000951,Health,Premium,39.4,1207381.31,1,60115.67,2.46,29.39,754015.14,43497.31
1000952,Health,Affluent,45.0,603464.2,1,211254.31,13.18,48.68,479052.44,125064.92
1000953,Auto,Affluent,56.9,1595463.48,1,75875.24,9.94,52.73,1010144.39,51774.3
1000954,Life,Mass,31.9,448766.47,0,0.0,4.87,23.63,985025.91,9271.41
1000955,Home,Corporate,62.3,1172293.63,0,0.0,2.53,36.04,1291284.01,12062.27
1000956,Home,Affluent,22.1,556824.9,0,0.0,7.17,34.62,521888.68,8883.99
1000957,Health,Affluent,63.2,803159.43,1,209802.93,3.17,48.6,627480.38,125045.27
1000958,Auto,Premium,37.2,510469.49,2,93421.47,2.55,54.01,421690.79,63075.86
1000959,Auto,Mass,38.8,1414720.87,1,53575.84,3.1,43.26,1052917.76,38601.19
1000960,Health,Premium,18.0,567962.6,0,0.0,6.03,42.01,233658.03,10980.72
1000961,Auto,Mass,36.1,1219230.38,0,0.0,8.2,34.89,960190.45,6680.82
1000962,Health,Mass,28.5,744818.71,1,97646.29,6.03,35.08,542545.8,60423.49
1000963,Auto,Mass,34.1,845083.09,0,0.0,9.86,29.26,835143.63,6342.31
1000964,Home,Corporate,40.2,976193.19,1,165140.31,16.78,49.7,846062.5,105936.34
1000965,Auto,Premium,54.5,591931.66,2,156215.64,6.32,54.39,455631.07,97136.17
1000966,Home,Affluent,44.7,1010395.05,0,0.0,7.91,43.47,1121989.61,12180.67
1000967,Health,Affluent,46.0,2088243.94,1,143033.18,6.16,50.11,1023866.78,90822.01
1000968,Auto,Affluent,27.8,586658.35,0,0.0,3.8,21.17,475246.61,7692.94
1000969,Health,Corporate,30.6,1714523.27,2,72987.15,6.92,40.94,809872.99,53786.85
1000970,Home,Affluent,65.4,2051545.03,0,0.0,1.03,36.44,2648933.35,14417.87
1000971,Health,Mass,32.4,574505.41,1,118440.95,5.11,37.12,441487.69,71752.48
1000972,Travel,Mass,63.5,404282.84,2,234148.56,5.38,53.23,170992.21,136823.93
1000973,Health,Premium,38.8,1062599.2,2,189818.02,6.68,57.74,828117.62,118068.56
1000974,Auto,Affluent,42.0,666020.62,0,0.0,10.11,46.84,591925.78,9082.25
1000975,Auto,Mass,55.9,2515247.62,1,73587.46,7.46,45.95,1707478.74,49592.99
1000976,Auto,Mass,58.5,917395.71,0,0.0,6.67,40.32,528568.36,5403.69
1000977,Health,Premium,40.6,578932.04,1,18979.2,2.99,39.69,446303.11,20996.26
1000978,Auto,Mass,37.0,478883.35,0,0.0,10.26,37.95,369531.59,5625.93
1000979,Home,Affluent,41.3,1639001.49,0,0.0,7.39,39.7,2070177.94,11600.51
1000980,Health,Corporate,46.4,657367.73,2,120478.43,7.98,58.05,571605.64,80482.34
1000981,Home,Mass,53.6,921958.86,0,0.0,6.35,46.58,775365.31,8164.76
1000982,Life,Mass,42.1,1522465.4,0,0.0,7.85,22.34,3094850.06,15931.16
1000983,Auto,Affluent,50.0,689559.28,1,169846.62,7.58,45.64,509177.88,103171.67
1000984,Auto,Premium,63.3,877549.98,1,119947.12,7.64,59.31,242240.96,78725.02
1000985,Health,Affluent,47.0,891835.89,1,134723.65,5.33,42.96,622556.55,85340.8
1000986,Home,Corporate,46.1,1310577.61,1,25869.73,6.56,53.81,1100613.41,30017.82
1000987,Health,Mass,22.3,1245514.71,0,0.0,7.91,31.95,840908.64,6412.04
1000988,Home,Affluent,18.0,797380.68,2,157461.09,7.2,47.38,748436.83,96281.87
1000989,Auto,Affluent,47.0,932064.25,2,179271.44,2.47,44.59,846895.84,109210.87
1000990,Life,Premium,40.8,733565.07,0,0.0,3.27,30.47,1172138.87,8908.74
1000991,Life,Mass,35.3,399297.97,1,86845.87,8.11,48.55,746882.83,56949.29
1000992,Health,Premium,45.2,1036987.58,0,0.0,2.63,45.31,866095.98,9683.84
1000993,Auto,Affluent,41.2,2548092.28,1,28130.58,5.96,44.95,2236474.6,26811.64
1000994,Health,Mass,56.7,553548.42,0,0.0,4.8,33.07,564205.23,7629.81
1000995,Home,Mass,43.1,588294.94,1,114710.96,9.88,45.49,854917.52,71749.96
1000996,Auto,Premium,32.3,557517.83,0,0.0,8.53,45.1,393379.65,11020.77
1000997,Life,Mass,54.9,1340663.93,2,280056.14,8.76,66.47,1868614.34,169788.15
1000998,Auto,Mass,39.2,1151777.6,2,106324.24,4.25,48.6,654730.04,
1000999,Travel,Mass,48.8,824847.92,2,105078.74,8.79,41.33,532158.66,67047.46
1001000,Home,Premium,35.8,543203.64,1,82214.16,7.33,49.46,623778.88,57332.38
1001001,Auto,Affluent,33.6,946908.06,2,381161.74,3.09,47.65,1226396.45,221060.61
1001002,Health,Premium,43.1,380639.45,0,0.0,1.19,45.28,269243.21,10857.16
1001003,Life,Mass,42.2,973871.51,0,0.0,4.53,40.44,1412334.7,11530.97
1001004,Health,Affluent,48.2,1453505.02,0,0.0,9.57,33.63,1168858.07,10069.73
1001005,Life,Affluent,38.5,452250.05,0,0.0,3.62,38.08,557295.62,10785.27
1001006,Health,Premium,18.1,387420.13,2,526805.07,7.95,55.35,410640.1,302062.63
1001007,Health,Premium,36.4,2145409.25,2,292244.32,5.35,49.16,1445410.8,172097.6
1001008,Life,Mass,52.3,642859.99,1,77974.5,11.97,39.97,1007402.73,51907.21
1001009,Auto,Affluent,38.1,1681036.89,2,240683.77,3.45,39.47,1574201.39,139857.63
1001010,Home,Mass,38.8,826910.15,1,139917.81,8.7,38.83,654755.87,84422.75
1001011,Auto,Affluent,54.8,823299.14,0,0.0,4.52,38.39,597912.46,8706.49
1001012,Travel,Mass,32.7,1145414.37,1,170266.98,3.8,48.64,792635.75,104239.7
1001013,Travel,Mass,21.9,553463.27,0,0.0,6.49,26.18,184223.77,5554.34
1001014,Auto,Mass,39.9,968034.95,3,292862.19,3.72,68.36,660111.87,171662.65
1001015,Health,Affluent,35.7,729657.75,0,0.0,3.43,27.7,805111.99,8029.7
1001016,Travel,Mass,29.4,435338.27,1,68385.58,7.99,58.5,274847.43,45340.17
1001017,Auto,Affluent,39.7,1083562.94,1,71891.0,13.72,56.52,801168.22,49602.95
1001018,Health,Mass,48.4,778660.76,4,275495.48,13.67,66.83,631294.48,161796.62
1001019,Life,Mass,41.9,825534.54,2,151998.27,7.8,39.88,1242576.36,91501.05
1001020,Auto,Premium,46.0,462573.86,2,101431.76,6.62,51.93,290581.61,66447.33
1001021,Health,Mass,65.6,2159571.21,1,135139.62,4.79,47.42,2018196.28,83926.73
1001022,Auto,Mass,37.5,1457659.82,1,29659.83,1.65,35.04,973668.53,23945.88
1001023,Travel,Affluent,45.6,1529476.04,0,0.0,17.24,41.27,1176599.74,7991.61
1001024,Travel,Mass,35.4,760822.57,0,0.0,3.43,31.22,397006.43,5501.98
1001025,Travel,Mass,31.0,,0,0.0,14.18,31.02,227372.72,5362.18
1001026,Home,Mass,34.4,2634633.4,0,0.0,4.09,35.34,2146546.2,10542.03
1001027,Life,Corporate,35.8,870259.23,3,295480.95,2.67,52.55,1609280.07,178819.22
1001028,Life,Affluent,46.7,596187.3,0,0.0,17.29,54.02,875011.93,10096.02
1001029,Home,Affluent,72.5,1131880.43,4,351538.95,10.37,67.41,1278756.92,207356.28
1001030,Life,Affluent,32.7,1710106.96,1,,6.12,45.98,3148708.6,54757.99
1001031,Auto,Mass,36.6,888662.0,1,137155.86,4.37,44.77,616273.5,82335.19
1001032,Health,Mass,41.2,1818216.05,0,0.0,2.08,40.73,986582.55,9646.85
1001033,Auto,Affluent,47.1,1632788.76,1,39524.91,9.92,49.08,1316434.34,32346.05
1001034,Auto,Mass,45.4,497892.96,0,0.0,4.73,45.36,395376.99,7386.83
1001035,Auto,Mass,58.7,621297.61,0,0.0,16.45,43.98,485902.23,5718.69
1001036,Health,Mass,18.0,1523918.42,1,92253.69,4.77,41.23,1138348.32,58654.56
1001037,Home,Mass,18.0,202442.9,1,93051.61,6.25,40.07,236400.83,59943.12
1001038,Health,Corporate,35.6,828978.43,2,372665.36,2.14,49.05,459293.42,217772.18
1001039,Auto,Mass,56.3,409705.09,2,132356.61,11.55,48.2,366829.61,80227.66
1001040,Home,Affluent,21.6,692487.49,2,254150.21,5.62,46.54,755972.36,150159.81
1001041,Health,Mass,18.0,763599.71,0,0.0,7.36,34.85,445592.36,7279.11
1001042,Life,Corporate,49.4,739046.14,0,0.0,5.79,42.89,1349313.49,12414.2
1001043,Home,Mass,45.2,664245.01,0,0.0,1.59,40.4,600444.71,8287.12
1001044,Health,Mass,27.8,492239.68,1,120498.6,8.13,40.19,367113.44,72575.01
1001045,Life,Affluent,29.2,3174628.7,0,0.0,9.34,35.22,4896151.3,14862.33
1001046,Health,Affluent,29.4,2513669.37,1,89120.26,7.36,,2291645.06,58679.01
1001047,Auto,Mass,43.4,474973.29,0,0.0,12.95,40.95,418067.63,5936.98
1001048,Auto,Mass,33.9,2148572.56,0,0.0,5.7,35.1,1980868.9,9797.98
1001049,Life,Mass,48.4,722479.28,1,66643.39,1.71,,1055047.54,46356.69
1001050,Auto,Mass,18.0,966274.42,0,0.0,5.64,40.17,798032.24,8019.32
1001051,Life,Mass,30.9,869218.11,0,0.0,5.4,31.02,1287529.53,8900.78
1001052,Health,Affluent,27.4,626114.34,2,229360.51,7.5,52.4,564544.71,137396.63
1001053,Travel,Mass,38.7,1546135.01,0,0.0,2.79,37.94,804364.25,6319.92
1001054,Life,Mass,35.0,964521.72,1,107270.75,19.33,57.55,1870644.39,71105.5
1001055,Travel,Affluent,52.4,692488.4,1,76368.42,5.92,45.71,330960.46,50927.06
1001056,Home,Corporate,18.0,439162.97,1,81616.51,4.97,44.53,396180.75,58068.7
1001057,Life,Affluent,42.6,550549.85,3,167733.06,8.02,58.18,1334676.5,103116.79
1001058,Home,Mass,49.3,364904.51,0,0.0,4.23,30.32,252531.83,6993.85
1001059,Home,Mass,66.1,906071.04,1,105188.57,3.11,46.61,1203658.16,66373.92
1001060,Health,Corporate,35.7,466020.06,4,164200.7,1.73,69.23,498969.27,106644.81
1001061,Life,Mass,46.2,777696.61,2,197143.69,6.68,49.34,1496820.2,121474.62
1001062,Travel,Mass,18.5,1912087.36,1,187735.84,8.61,24.24,957643.63,110597.25
1001063,Life,Affluent,18.0,1740642.42,1,111029.24,2.3,39.44,2788506.54,77001.64
1001064,Home,Affluent,53.0,884163.92,0,0.0,15.02,33.21,765714.08,7606.91
1001065,Home,Affluent,41.9,857909.11,2,383280.48,3.32,52.35,1266863.58,223194.34
1001066,Health,Mass,57.3,2530888.65,0,0.0,4.4,52.67,1577910.83,8752.03
1001067,Auto,Mass,24.1,1198481.51,0,0.0,14.96,39.9,919415.82,6787.55
1001068,Auto,Corporate,48.8,751522.55,3,164972.52,6.04,70.18,678446.12,107670.98
1001069,Home,Mass,66.3,410791.09,2,100890.97,8.73,52.85,464433.44,64309.21
1001070,Auto,Affluent,47.5,1117696.37,0,0.0,3.15,38.64,850507.02,9966.71
1001071,Auto,Affluent,45.6,1420157.19,0,0.0,6.44,31.92,1461616.93,10061.38
1001072,Auto,Affluent,42.1,635865.09,1,138839.86,5.39,40.18,724803.07,86028.97
1001073,Auto,Mass,21.6,1056330.38,2,521555.73,0.9,40.46,932929.13,293794.71
1001074,Auto,Mass,59.6,736883.24,2,176779.22,12.52,46.17,568578.98,105277.81
1001075,Travel,Affluent,34.1,813362.54,0,0.0,10.06,46.25,469059.94,8562.84
1001076,Home,Premium,48.6,229084.89,0,0.0,2.2,25.24,214368.85,9985.56
1001077,Home,Corporate,21.7,796649.65,1,306945.34,6.98,50.06,1111312.41,181370.99
1001078,Health,Mass,26.7,1533867.92,0,0.0,4.4,43.79,1067719.95,9151.5
1001079,Auto,Mass,60.7,635952.17,0,0.0,5.24,46.04,623231.76,8076.69
1001080,Travel,Corporate,37.5,926379.77,5,319155.76,9.92,62.15,464269.61,188611.15
1001081,Life,Affluent,60.9,593847.1,1,60597.53,5.03,38.02,917700.44,42662.93
1001082,Auto,Premium,41.0,1097332.69,1,49891.27,7.09,,999017.31,36353.06
1001083,Home,Mass,18.1,798956.9,0,0.0,7.94,37.55,1231095.08,7330.55
1001084,Life,Affluent,53.6,536900.03,2,112275.41,5.03,54.01,1058085.19,74236.49
1001085,Travel,Affluent,34.3,1873002.56,1,58346.97,8.66,35.95,1144768.85,41114.74
1001086,Home,Affluent,51.1,1500130.48,1,273402.84,9.85,54.98,1805172.77,162545.49
1001087,Health,Mass,42.3,645287.56,0,0.0,10.48,50.3,542814.24,7396.19
1001088,Auto,Mass,21.9,1183437.16,1,180824.65,0.83,38.94,1048484.94,108792.23
1001089,Travel,Affluent,44.1,1209510.93,2,337544.16,3.1,52.68,462126.62,195746.09
1001090,Auto,Mass,70.6,1281338.41,1,278914.12,3.3,40.66,1086364.22,161888.3
1001091,Travel,Mass,48.4,354445.3,1,35584.69,5.13,43.45,236221.43,27187.51
1001092,Health,Corporate,41.3,1565606.18,1,66805.96,4.81,48.35,812755.88,49815.76
1001093,Health,Mass,56.0,657904.86,0,0.0,12.79,44.0,531276.8,7685.61
1001094,Health,Premium,44.7,739215.43,1,92385.62,1.22,41.99,561687.75,62474.84
1001095,Auto,Mass,44.7,3840007.99,4,274796.0,12.01,63.12,3032624.43,162518.0
1001096,Auto,Affluent,27.8,1062548.05,1,122125.78,2.63,38.69,1020271.38,77091.97
1001097,Auto,Corporate,45.0,727720.76,2,186959.38,4.73,50.16,465072.44,116453.22
1001098,Auto,Mass,55.5,267597.2,3,258248.73,3.91,63.86,126919.3,151479.12
1001099,Life,Mass,31.1,1932877.37,2,108192.87,5.15,35.28,3628091.16,70739.94
1001100,Home,Mass,60.5,429460.36,1,46276.65,2.16,48.49,359066.53,34700.1
1001101,Auto,Mass,40.8,518273.64,1,71425.74,5.83,47.13,235206.11,47254.44
1001102,Travel,Affluent,30.5,750058.35,0,0.0,4.1,31.91,401351.09,7667.68
1001103,Life,Premium,55.0,1961414.64,0,0.0,7.23,37.94,3046472.02,16953.16
1001104,Travel,Mass,38.3,1377019.63,1,37705.22,9.4,40.97,500253.95,28336.72
1001105,Travel,Mass,51.9,825165.63,0,0.0,3.74,37.26,423920.84,5653.54
1001106,Auto,Mass,38.2,1066305.77,1,67149.3,20.0,44.15,1188686.25,42534.38
1001107,Home,Affluent,41.2,646894.12,2,161823.4,3.71,52.17,541386.56,100608.21
1001108,Life,Mass,48.4,971852.74,1,63979.04,1.73,31.65,1214960.81,43530.8
1001109,Health,Affluent,45.8,937043.75,4,206518.02,10.7,69.84,807510.02,125992.2
1001110,Auto,Affluent,18.0,1533362.33,0,0.0,9.43,31.13,1551576.8,10358.51
1001111,Life,Affluent,27.4,1532020.5,0,0.0,12.56,48.76,2346758.48,12126.66
1001112,Auto,Mass,54.1,1180959.26,0,0.0,9.07,32.76,835967.64,6657.1
1001113,Auto,Affluent,40.3,737380.18,2,283215.64,4.87,44.99,596376.37,164370.89
1001114,Health,Mass,35.2,1353429.51,1,137331.93,5.69,42.02,875605.64,84211.82
1001115,Health,Mass,24.3,855607.81,0,0.0,1.42,37.45,574295.73,8170.79
1001116,Health,Premium,28.0,496380.05,1,70693.34,10.16,28.2,360596.39,47778.43
1001117,Auto,Affluent,18.0,720962.03,0,0.0,4.3,27.36,514510.77,6862.18
1001118,Life,Mass,40.7,942828.69,0,0.0,13.93,42.29,1282654.85,12101.9
1001119,Auto,Mass,34.2,1484767.46,0,0.0,4.51,30.09,1192011.01,6874.48
1001120,Auto,Mass,29.4,813588.14,2,449803.97,4.6,58.27,604787.61,256121.23
1001121,Life,Mass,41.1,462818.73,1,108261.93,3.97,41.57,601667.14,68846.08
1001122,Travel,Mass,46.7,928530.0,1,139115.94,9.14,39.69,590741.56,83428.23
1001123,Life,Mass,69.2,957950.0,2,218674.08,1.91,61.7,1374463.16,130963.81
1001124,Life,Mass,22.3,996855.14,0,0.0,3.64,45.37,1692063.89,11008.51
1001125,Health,Affluent,57.1,1492673.52,1,77057.83,14.15,51.17,1130486.57,51821.84
1001126,Health,Affluent,54.7,1576247.88,1,78023.96,5.24,56.55,1023366.88,56059.46
1001127,Auto,Affluent,31.9,649094.8,1,96456.34,9.8,54.45,504473.38,63089.55
1001128,Home,Mass,44.6,641311.86,0,0.0,5.95,32.57,487106.17,6821.21
1001129,Home,Corporate,36.1,507900.45,0,0.0,12.88,43.7,672317.76,12822.54
1001130,Auto,Premium,44.4,1321791.62,1,167893.28,6.62,34.81,878520.0,103528.94
1001131,Health,Premium,61.6,1996689.47,1,77164.54,20.0,52.23,1536619.76,55267.22
1001132,Home,Premium,49.9,756800.52,1,46834.02,4.76,46.17,755037.77,39663.17
1001133,Auto,Corporate,48.6,788086.58,1,100430.31,12.9,55.1,493537.12,69230.45
1001134,Auto,Affluent,36.4,2016513.22,2,106130.82,0.49,58.42,1812714.44,71520.03
1001135,Health,Mass,22.7,1188505.11,2,1200000.0,1.04,51.18,707015.56,668751.84
1001136,Auto,Affluent,39.3,1144043.73,1,124794.04,5.73,46.43,631308.21,77932.16
1001137,Life,Affluent,57.7,467495.95,2,150433.32,2.25,58.45,349467.34,94992.26
1001138,Home,Affluent,22.1,1307268.6,0,0.0,9.4,34.5,1147271.82,8306.63
1001139,Home,Affluent,28.3,539892.35,0,0.0,14.69,34.99,653905.34,9289.47
1001140,Health,Mass,43.6,482356.59,1,81117.96,6.25,55.4,421172.47,52887.2
1001141,Life,Mass,29.2,743724.3,2,174669.28,8.12,59.56,1007724.96,106197.88
1001142,Home,Corporate,31.7,652107.07,0,0.0,9.49,35.18,587464.27,11703.09
1001143,Health,Affluent,36.5,796729.27,1,72039.17,8.83,45.39,547622.47,49557.82
1001144,Health,Affluent,24.2,407424.18,0,0.0,3.39,35.11,146664.46,7925.48
1001145,Auto,Mass,29.3,1524990.92,0,0.0,6.72,24.37,971363.51,4274.88
1001146,Life,Mass,51.1,1673415.83,1,116839.47,8.06,44.6,3028124.32,78463.21
1001147,Life,Premium,25.0,308387.28,0,0.0,2.49,45.9,554474.26,12018.48
1001148,Health,Affluent,21.2,1541554.43,0,0.0,6.97,28.62,1205741.36,7413.35
1001149,Life,Premium,33.8,576285.97,0,0.0,10.08,51.44,785568.93,11893.54
1001150,Life,Mass,51.5,1441920.68,3,567878.78,8.6,68.24,2209214.73,328706.35
1001151,Health,Affluent,39.4,866748.79,0,0.0,4.05,40.69,400274.27,8603.58
1001152,Life,Mass,36.0,914357.22,1,203147.82,15.26,47.54,1555538.04,121097.03
1001153,Health,Affluent,42.6,812886.14,1,83949.45,7.65,38.65,531549.7,54641.25
1001154,Health,Mass,19.3,1752968.34,1,154457.15,1.44,38.09,994102.53,92272.54
1001155,Health,Mass,48.4,455147.42,1,54487.1,11.75,56.44,387255.95,38145.34
1001156,Life,Affluent,47.0,1257281.27,1,135605.22,3.75,41.73,1457077.34,83953.61
1001157,Auto,Corporate,36.7,1649333.18,2,382717.34,4.18,57.7,1377489.4,226890.97
1001158,Life,Mass,55.1,1334593.2,0,0.0,3.93,31.68,2270955.79,
1001159,Life,Premium,27.3,3232396.74,0,0.0,2.71,26.83,3870261.37,22379.63
1001160,Auto,Mass,56.7,672817.45,0,0.0,13.93,54.98,490384.19,7539.17
1001161,Life,Mass,44.0,1523723.69,1,105545.9,6.76,45.3,1757366.41,66949.51
1001162,Auto,Mass,37.6,848987.88,0,0.0,4.97,33.71,370156.33,7367.61
1001163,Home,Mass,41.7,1773602.57,0,0.0,2.51,,1498355.83,11439.66
1001164,Life,Affluent,40.6,896201.98,1,258598.64,10.87,53.35,1170389.39,154135.16
1001165,Auto,Mass,57.9,727099.32,0,0.0,9.97,48.38,766427.04,6904.87
1001166,Life,Affluent,28.0,1845922.58,0,0.0,10.9,31.37,2803004.6,15221.01
1001167,Life,Corporate,32.1,686794.9,1,72047.6,10.08,40.75,1064748.05,53294.08
1001168,Health,Mass,55.5,413805.31,1,44604.36,6.25,50.09,233514.69,32643.53
1001169,Auto,Premium,34.3,677309.94,0,0.0,7.93,41.6,510446.42,11065.49
1001170,Auto,Mass,53.7,1265044.89,1,66569.93,12.36,43.96,827194.5,44217.09
1001171,Health,Affluent,,1935296.99,4,155169.76,10.22,70.5,1093995.44,97199.42
1001172,Travel,Mass,36.8,956724.93,0,0.0,8.93,39.16,472860.26,6729.32
1001173,Health,Mass,50.9,,2,202271.81,10.46,62.4,1290117.17,120918.9
1001174,Auto,Mass,27.0,426408.82,0,0.0,3.11,40.42,375960.99,5235.81
1001175,Health,Mass,51.8,705283.51,0,0.0,2.97,30.05,545217.33,6130.1
1001176,Health,Mass,44.6,767914.54,1,151554.47,6.83,44.01,656431.89,90976.23
1001177,Life,Affluent,48.1,845042.63,1,112065.57,3.85,39.79,1177945.62,70868.2
1001178,Auto,Premium,33.6,942604.39,1,145493.89,11.06,47.07,419239.86,91113.6
1001179,Life,Premium,20.4,1316057.48,1,45457.01,5.05,46.65,2239394.69,37754.15
1001180,Health,Affluent,48.5,704685.08,2,73070.85,3.3,53.59,503218.83,51146.54
1001181,Travel,Mass,18.0,971518.72,1,118841.59,14.95,37.78,523778.17,71017.47
1001182,Home,Mass,37.9,877939.05,0,0.0,3.03,38.02,913001.07,9054.07
1001183,Health,Mass,54.2,540857.22,1,149624.43,5.21,49.09,447989.16,89925.6
1001184,Travel,Mass,44.5,845457.66,1,131884.77,8.67,41.01,357127.05,78001.88
1001185,Auto,Affluent,67.3,831625.34,2,232360.85,2.46,48.48,1039907.99,139652.71
1001186,Travel,Affluent,55.3,821884.98,2,144853.05,2.23,40.02,395038.55,87978.07
1001187,Health,Mass,33.5,915859.04,0,0.0,18.23,45.44,559020.64,8644.99
1001188,Auto,Mass,42.4,938248.85,1,102959.12,5.45,48.49,974700.35,65655.61
1001189,Home,Premium,41.4,709551.03,0,0.0,6.27,40.84,715938.22,11868.39
1001190,Health,Premium,21.4,1812364.94,0,0.0,8.23,42.77,1516087.08,13648.2
1001191,Auto,Mass,29.8,473040.22,1,52282.76,4.59,33.46,315544.83,35231.08
1001192,Health,Premium,34.7,605382.93,0,0.0,6.55,24.69,614236.67,9306.14
1001193,Home,Corporate,18.0,4152121.79,0,0.0,1.34,35.85,3671873.08,20878.36
1001194,Health,Mass,42.6,508517.44,3,176654.53,8.89,60.13,489456.07,106736.06
1001195,Auto,Mass,38.8,427446.74,1,80114.38,7.11,32.11,402555.27,49713.15
1001196,Life,Affluent,20.3,1347972.61,0,0.0,10.16,36.17,1563711.15,11247.42
1001197,Travel,Corporate,47.3,287142.57,0,0.0,4.4,36.79,144629.52,10342.0
1001198,Travel,Premium,51.3,790759.69,1,90309.75,10.77,41.34,476601.81,60698.41
1001199,Life,Mass,45.0,2929533.49,1,87915.73,1.95,43.26,4000102.74,65857.11
1001200,Auto,Mass,37.8,384783.18,2,78241.17,2.67,33.42,127984.4,50006.05
1001201,Life,Affluent,49.7,302570.5,1,109612.65,4.64,42.49,315916.09,70924.15
1001202,Auto,Affluent,50.8,394589.15,2,229911.96,5.13,48.46,437134.37,135806.13
1001203,Auto,Mass,46.0,1475116.91,1,56892.03,6.0,49.72,1408354.55,40230.86
1001204,Home,Premium,31.3,1670740.06,0,0.0,7.7,34.97,1606904.23,9801.34
1001205,Home,Affluent,45.6,678898.02,1,72421.09,2.21,50.2,715889.62,52020.83
1001206,Life,Premium,57.5,1310496.81,2,412954.27,7.65,37.01,2323918.23,239484.42
1001207,Health,Premium,34.2,1933399.62,1,51468.41,14.07,37.36,1305348.65,39831.41
